year,state,candidate,party_simplified,candidatevotes,rank
1976,TEXAS,"MCCARTHY, EUGENE """"GENE""""",OTHER,20118,3.0
1976,TEXAS,"ANDERSON, THOMAS J.",OTHER,11442,4.0
1976,TEXAS,,OTHER,2982,5.0
1976,TEXAS,"CAMEJO, PETER",OTHER,1723,6.0
1980,TEXAS,"REAGAN, RONALD",REPUBLICAN,2510705,1.0
1980,TEXAS,"CARTER, JIMMY",DEMOCRAT,1881147,2.0
1980,TEXAS,"ANDERSON, JOHN B.",OTHER,111613,3.0
1980,TEXAS,"CLARK, EDWARD """"ED""""",LIBERTARIAN,37643,4.0
1980,TEXAS,,OTHER,528,5.0
1984,TEXAS,"REAGAN, RONALD",REPUBLICAN,3433428,1.0
1984,TEXAS,"MONDALE, WALTER",DEMOCRAT,1949276,2.0
1984,TEXAS,"LAROUCHE, LYNDON, JR.",OTHER,14613,3.0
1984,TEXAS,OTHER,OTHER,254,4.0
1988,TEXAS,"BUSH, GEORGE H.W.",REPUBLICAN,3036829,1.0
1988,TEXAS,"DUKAKIS, MICHAEL",DEMOCRAT,2352748,2.0
1988,TEXAS,"PAUL, RONALD """"RON""""",LIBERTARIAN,30355,3.0
1988,TEXAS,"FULANI, LENORA",OTHER,7208,4.0
1988,TEXAS,,OTHER,270,5.0
1992,TEXAS,"BUSH, GEORGE H.W.",REPUBLICAN,2496071,1.0
1992,TEXAS,"CLINTON, BILL",DEMOCRAT,2281815,2.0
1992,TEXAS,"PEROT, ROSS",OTHER,1354781,3.0
1992,TEXAS,"MARROU, ANDRE",LIBERTARIAN,19699,4.0
1992,TEXAS,,OTHER,1652,5.0
1996,TEXAS,"DOLE, ROBERT",REPUBLICAN,2736167,1.0
1996,TEXAS,"CLINTON, BILL",DEMOCRAT,2459683,2.0
1996,TEXAS,"PEROT, ROSS",OTHER,378537,3.0
1996,TEXAS,"BROWNE, HARRY",LIBERTARIAN,20256,4.0
1996,TEXAS,"PHILLIPS, HOWARD",OTHER,7472,5.0
1996,TEXAS,,OTHER,5107,6.0
1996,TEXAS,"HAGELIN, JOHN",OTHER,4422,7.0
2000,TEXAS,"BUSH, GEORGE W.",REPUBLICAN,3799639,1.0
2000,TEXAS,"GORE, AL",DEMOCRAT,2433746,2.0
2000,TEXAS,"NADER, RALPH",OTHER,137994,3.0
2000,TEXAS,"BROWNE, HARRY",LIBERTARIAN,23160,4.0
2000,TEXAS,,OTHER,12394,5.0
2000,TEXAS,,OTHER,704,6.0
2004,TEXAS,"BUSH, GEORGE W.",REPUBLICAN,4526917,1.0
2004,TEXAS,"KERRY, JOHN",DEMOCRAT,2832704,2.0
2004,TEXAS,"BADNARIK, MICHAEL",LIBERTARIAN,38787,3.0
2004,TEXAS,OTHER,OTHER,12341,4.0
2008,TEXAS,"MCCAIN, JOHN",REPUBLICAN,4479328,1.0
2008,TEXAS,"OBAMA, BARACK H.",DEMOCRAT,3528633,2.0
2008,TEXAS,"BARR, BOB",LIBERTARIAN,56116,3.0
2008,TEXAS,,OTHER,7967,4.0
2008,TEXAS,"NADER, RALPH",OTHER,5751,5.0
2012,TEXAS,"ROMNEY, MITT",REPUBLICAN,4569843,1.0
2012,TEXAS,"OBAMA, BARACK H.",DEMOCRAT,3308124,2.0
2012,TEXAS,"JOHNSON, GARY",LIBERTARIAN,88580,3.0
2012,TEXAS,"STEIN, JILL",OTHER,24657,4.0
2012,TEXAS,,OTHER,2647,5.0
2016,TEXAS,"TRUMP, DONALD J.",REPUBLICAN,4685047,1.0
2016,TEXAS,"CLINTON, HILLARY",DEMOCRAT,3877868,2.0
2016,TEXAS,"JOHNSON, GARY",LIBERTARIAN,283492,3.0
2016,TEXAS,"STEIN, JILL",OTHER,71558,4.0
2016,TEXAS,,OTHER,51261,5.0
2020,TEXAS,"TRUMP, DONALD J.",REPUBLICAN,5890347,1.0
2020,TEXAS,"BIDEN, JOSEPH R. JR",DEMOCRAT,5259126,2.0
2020,TEXAS,"JORGENSEN, JO",LIBERTARIAN,126243,3.0
2020,TEXAS,"HAWKINS, HOWIE",OTHER,33396,4.0
2020,TEXAS,"CARROLL, BRIAN",OTHER,2785,5.0
2020,TEXAS,"BODDIE, R. PRESIDENT",OTHER,2012,6.0
2020,TEXAS,"LA RIVA, GLORIA ESTELLA",OTHER,350,7.0
2020,TEXAS,"HOEFLING, TOM",OTHER,337,8.0
2020,TEXAS,"CELLA, TODD",OTHER,205,9.0
2020,TEXAS,"WELLS, KASEY",OTHER,114,10.0
2020,TEXAS,"MORROW, ROBERT",OTHER,56,11.0
2020,TEXAS,"CUELLAR, JESSE",OTHER,49,12.0
2020,TEXAS,"LOEB, ABRAM",OTHER,36,13.0
1976,UTAH,"FORD, GERALD",REPUBLICAN,337908,1.0
1976,UTAH,"CARTER, JIMMY",DEMOCRAT,182110,2.0
1976,UTAH,"ANDERSON, THOMAS J.",OTHER,13304,3.0
1976,UTAH,"MCCARTHY, EUGENE """"GENE""""",OTHER,3907,4.0
1976,UTAH,"MACBRIDE, ROGER",OTHER,2438,5.0
1976,UTAH,"MADDOX, LESTER",OTHER,1162,6.0
1976,UTAH,"CAMEJO, PETER",OTHER,268,7.0
1976,UTAH,"HALL, GUS",OTHER,121,8.0
1980,UTAH,"REAGAN, RONALD",REPUBLICAN,439687,1.0
1980,UTAH,"CARTER, JIMMY",DEMOCRAT,124266,2.0
1980,UTAH,"ANDERSON, JOHN B.",OTHER,30284,3.0
1980,UTAH,"CLARK, EDWARD """"ED""""",LIBERTARIAN,7156,4.0
1980,UTAH,"COMMONER, BARRY",OTHER,1009,5.0
1980,UTAH,"GREAVES, PERCY L, JR.",OTHER,965,6.0
1980,UTAH,"RARICK, JOHN",OTHER,522,7.0
1980,UTAH,"HALL, GUS",OTHER,139,8.0
1980,UTAH,"DEBERRY, CLIFTON",OTHER,124,9.0
1984,UTAH,"REAGAN, RONALD",REPUBLICAN,469105,1.0
1984,UTAH,"MONDALE, WALTER",DEMOCRAT,155369,2.0
1984,UTAH,"BERGLAND, DAVID",LIBERTARIAN,2447,3.0
1984,UTAH,"DENNIS, DELMAR",OTHER,1345,4.0
1984,UTAH,"JOHNSON, SONIA",OTHER,844,5.0
1984,UTAH,"SERRETTE, DENNIS",OTHER,220,6.0
1984,UTAH,"HALL, GUS",OTHER,184,7.0
1984,UTAH,"MASON, MELVIN",OTHER,142,8.0
1988,UTAH,"BUSH, GEORGE H.W.",REPUBLICAN,428442,1.0
1988,UTAH,"DUKAKIS, MICHAEL",DEMOCRAT,207343,2.0
1988,UTAH,"PAUL, RONALD """"RON""""",LIBERTARIAN,7473,3.0
1988,UTAH,"DENNIS, DELMAR",OTHER,2158,4.0
1988,UTAH,"FULANI, LENORA",OTHER,455,5.0
1988,UTAH,"LAROUCHE, LYNDON, JR.",OTHER,427,6.0
1988,UTAH,"YOUNGKEIT, LOUIE G.",OTHER,372,7.0
1988,UTAH,"WARREN, JAMES """"MAC""""",OTHER,209,8.0
1988,UTAH,"KENOYER, WILLA",OTHER,129,9.0
1992,UTAH,"BUSH, GEORGE H.W.",REPUBLICAN,322632,1.0
1992,UTAH,"PEROT, ROSS",OTHER,203400,2.0
1992,UTAH,"CLINTON, BILL",DEMOCRAT,183429,3.0
1992,UTAH,"GRITZ, JAMES """"BO""""",OTHER,28602,4.0
1992,UTAH,"MARROU, ANDRE",LIBERTARIAN,1900,5.0
1992,UTAH,"HAGELIN, JOHN",OTHER,1319,6.0
1992,UTAH,"LAROUCHE, LYNDON, JR.",OTHER,1089,7.0
1992,UTAH,"FULANI, LENORA",OTHER,414,8.0
1992,UTAH,"PHILLIPS, HOWARD",OTHER,393,9.0
1992,UTAH,OTHER,OTHER,292,10.0
1992,UTAH,"WARREN, JAMES """"MAC""""",OTHER,200,11.0
1992,UTAH,"DANIELS, RON",OTHER,177,12.0
1992,UTAH,"BRISBEN, J. QUINN",OTHER,151,13.0
1996,UTAH,"DOLE, ROBERT",REPUBLICAN,361911,1.0
1996,UTAH,"CLINTON, BILL",DEMOCRAT,221633,2.0
1996,UTAH,"PEROT, ROSS",OTHER,66461,3.0
1996,UTAH,"NADER, RALPH",OTHER,4615,4.0
1996,UTAH,"BROWNE, HARRY",LIBERTARIAN,4129,5.0
1996,UTAH,"PHILLIPS, HOWARD",OTHER,2601,6.0
1996,UTAH,"TEMPLIN, DIANE",OTHER,1290,7.0
1996,UTAH,"CRANE, PETER",OTHER,1101,8.0
1996,UTAH,"HAGELIN, JOHN",OTHER,1085,9.0
1996,UTAH,"MOOREHEAD, MONICA",OTHER,298,10.0
1996,UTAH,"HARRIS, JAMES",OTHER,235,11.0
1996,UTAH,,OTHER,159,12.0
1996,UTAH,"DODGE, EARL",OTHER,111,13.0
2000,UTAH,"BUSH, GEORGE W.",REPUBLICAN,515096,1.0
2000,UTAH,"GORE, AL",DEMOCRAT,203053,2.0
2000,UTAH,"NADER, RALPH",OTHER,35850,3.0
2000,UTAH,"BUCHANAN, PATRICK """"PAT""""",OTHER,9319,4.0
2000,UTAH,"BROWNE, HARRY",LIBERTARIAN,3616,5.0
2000,UTAH,"PHILLIPS, HOWARD",OTHER,2709,6.0
2000,UTAH,"HAGELIN, JOHN",OTHER,763,7.0
2000,UTAH,"HARRIS, JAMES",OTHER,186,8.0
2000,UTAH,,OTHER,161,9.0
2000,UTAH,,OTHER,1,10.0
2004,UTAH,"BUSH, GEORGE W.",REPUBLICAN,663742,1.0
2004,UTAH,"KERRY, JOHN",DEMOCRAT,241199,2.0
2004,UTAH,"NADER, RALPH",OTHER,11305,3.0
2004,UTAH,"PEROUTKA, MICHAEL",OTHER,6841,4.0
2004,UTAH,"BADNARIK, MICHAEL",LIBERTARIAN,3375,5.0
2004,UTAH,"JAY, CHARLES",OTHER,946,6.0
2004,UTAH,"CALERO, ROGER",OTHER,393,7.0
2004,UTAH,OTHER,OTHER,43,8.0
2008,UTAH,"MCCAIN, JOHN",REPUBLICAN,596030,1.0
2008,UTAH,"OBAMA, BARACK H.",DEMOCRAT,327670,2.0
2008,UTAH,"BALDWIN, CHARLES """"CHUCK""""",OTHER,12012,3.0
2008,UTAH,"NADER, RALPH",OTHER,8416,4.0
2008,UTAH,"BARR, BOB",LIBERTARIAN,6966,5.0
2008,UTAH,"MCKINNEY, CYNTHIA",OTHER,982,6.0
2008,UTAH,"LA RIVA, GLORIA ESTELLA",OTHER,262,7.0
2008,UTAH,,OTHER,32,8.0
2012,UTAH,"ROMNEY, MITT",REPUBLICAN,740600,1.0
2012,UTAH,"OBAMA, BARACK H.",DEMOCRAT,251813,2.0
2012,UTAH,"JOHNSON, GARY",LIBERTARIAN,12572,3.0
2012,UTAH,"ANDERSON, ROSS CARL """"ROCKY""""",OTHER,5335,4.0
2012,UTAH,"STEIN, JILL",OTHER,3817,5.0
2012,UTAH,"GOODE, VIRGIL HAMLIN, JR.",OTHER,2871,6.0
2012,UTAH,,OTHER,393,7.0
2012,UTAH,,OTHER,39,8.0
2016,UTAH,"TRUMP, DONALD J.",REPUBLICAN,515211,1.0
2016,UTAH,"CLINTON, HILLARY",DEMOCRAT,310674,2.0
2016,UTAH,"MCMULLIN, EVAN",OTHER,255060,3.0
2016,UTAH,"JOHNSON, GARY",LIBERTARIAN,39608,4.0
2016,UTAH,"CASTLE, DARRELL L.",OTHER,8032,5.0
2016,UTAH,"KOPITKE, KYLE KENLEY",OTHER,2732,6.0
2020,UTAH,"TRUMP, DONALD J.",REPUBLICAN,865140,1.0
2020,UTAH,"BIDEN, JOSEPH R. JR",DEMOCRAT,560282,2.0
2020,UTAH,"JORGENSEN, JO",LIBERTARIAN,38447,3.0
2020,UTAH,"WEST, KANYE",OTHER,7213,4.0
2020,UTAH,"BLANKENSHIP, DON",OTHER,5551,5.0
2020,UTAH,"HAWKINS, HOWIE",OTHER,5053,6.0
2020,UTAH,"PIERCE, BROCK",OTHER,2623,7.0
2020,UTAH,"MCHUGH, JOE",OTHER,2229,8.0
2020,UTAH,"LA RIVA, GLORIA ESTELLA",OTHER,1139,9.0
2020,UTAH,"CARROLL, BRIAN",OTHER,368,10.0
2020,UTAH,"SIMMONS, JADE",OTHER,186,11.0
2020,UTAH,"HOEFLING, TOM",OTHER,51,12.0
2020,UTAH,"BODDIE, R. PRESIDENT",OTHER,6,13.0
2020,UTAH,"FORBES, KATHERINE",OTHER,1,14.0
1976,VERMONT,"FORD, GERALD",REPUBLICAN,100387,1.0
1976,VERMONT,"CARTER, JIMMY",DEMOCRAT,77798,2.0
1976,VERMONT,"MCCARTHY, EUGENE """"GENE""""",OTHER,4001,3.0
1976,VERMONT,OTHER,OTHER,1090,4.0
1976,VERMONT,"CAMEJO, PETER",OTHER,430,5.0
1976,VERMONT,"LAROUCHE, LYNDON, JR.",OTHER,196,6.0
1980,VERMONT,"REAGAN, RONALD",REPUBLICAN,94628,1.0
1980,VERMONT,"CARTER, JIMMY",DEMOCRAT,81952,2.0
1980,VERMONT,"ANDERSON, JOHN B.",OTHER,31761,3.0
1980,VERMONT,"COMMONER, BARRY",OTHER,2316,4.0
1980,VERMONT,"CLARK, EDWARD """"ED""""",LIBERTARIAN,1900,5.0
1980,VERMONT,,OTHER,413,6.0
1980,VERMONT,"MCREYNOLDS, DAVID",OTHER,136,7.0
1980,VERMONT,"HALL, GUS",OTHER,118,8.0
1980,VERMONT,"DEBERRY, CLIFTON",OTHER,75,9.0
1984,VERMONT,"REAGAN, RONALD",REPUBLICAN,135865,1.0
1984,VERMONT,"MONDALE, WALTER",DEMOCRAT,95730,2.0
1984,VERMONT,"BERGLAND, DAVID",LIBERTARIAN,1002,3.0
1984,VERMONT,OTHER,OTHER,712,4.0
1984,VERMONT,"LAROUCHE, LYNDON, JR.",OTHER,423,5.0
1984,VERMONT,"SERRETTE, DENNIS",OTHER,323,6.0
1984,VERMONT,"JOHNSON, SONIA",OTHER,264,7.0
1984,VERMONT,"MASON, MELVIN",OTHER,127,8.0
1984,VERMONT,"HALL, GUS",OTHER,115,9.0
1988,VERMONT,"BUSH, GEORGE H.W.",REPUBLICAN,124331,1.0
1988,VERMONT,"DUKAKIS, MICHAEL",DEMOCRAT,115775,2.0
1988,VERMONT,SCATTERING,OTHER,1134,3.0
1988,VERMONT,"PAUL, RONALD """"RON""""",LIBERTARIAN,1000,4.0
1988,VERMONT,"LAROUCHE, LYNDON, JR.",OTHER,275,5.0
1988,VERMONT,"FULANI, LENORA",OTHER,205,6.0
1988,VERMONT,"DUKE, DAVID",OTHER,189,7.0
1988,VERMONT,"HERBERG G., LEWIN",OTHER,164,8.0
1988,VERMONT,"KENOYER, WILLA",OTHER,142,9.0
1988,VERMONT,"WARREN, JAMES """"MAC""""",OTHER,113,10.0
1992,VERMONT,"CLINTON, BILL",DEMOCRAT,133592,1.0
1992,VERMONT,"BUSH, GEORGE H.W.",REPUBLICAN,88122,2.0
1992,VERMONT,"PEROT, ROSS",OTHER,65991,3.0
1992,VERMONT,"MARROU, ANDRE",LIBERTARIAN,501,4.0
1992,VERMONT,,OTHER,488,5.0
1992,VERMONT,OTHER,OTHER,329,6.0
1992,VERMONT,"HAGELIN, JOHN",OTHER,315,7.0
1992,VERMONT,"PHILLIPS, HOWARD",OTHER,124,8.0
1992,VERMONT,"FULANI, LENORA",OTHER,100,9.0
1992,VERMONT,"WARREN, JAMES """"MAC""""",OTHER,82,10.0
1992,VERMONT,"LAROUCHE, LYNDON, JR.",OTHER,57,11.0
1996,VERMONT,"CLINTON, BILL",DEMOCRAT,137894,1.0
1996,VERMONT,"DOLE, ROBERT",REPUBLICAN,80352,2.0
1996,VERMONT,"PEROT, ROSS",OTHER,31024,3.0
1996,VERMONT,"NADER, RALPH",OTHER,5585,4.0
1996,VERMONT,"BROWNE, HARRY",LIBERTARIAN,1183,5.0
1996,VERMONT,,OTHER,560,6.0
1996,VERMONT,"HAGELIN, JOHN",OTHER,498,7.0
1996,VERMONT,"PERON, DENNIS",OTHER,480,8.0
1996,VERMONT,"PHILLIPS, HOWARD",OTHER,382,9.0
1996,VERMONT,"HOLLIS, MARY CAL",OTHER,292,10.0
1996,VERMONT,"HARRIS, JAMES",OTHER,199,11.0
2000,VERMONT,"GORE, AL",DEMOCRAT,149022,1.0
2000,VERMONT,"BUSH, GEORGE W.",REPUBLICAN,119775,2.0
2000,VERMONT,"NADER, RALPH",OTHER,20374,3.0
2000,VERMONT,"BUCHANAN, PATRICK """"PAT""""",OTHER,2192,4.0
2000,VERMONT,"DENNIS """"DENNY"""", LANE",OTHER,1044,5.0
2000,VERMONT,"BROWNE, HARRY",LIBERTARIAN,784,6.0
2000,VERMONT,,OTHER,514,7.0
2000,VERMONT,"HAGELIN, JOHN",OTHER,219,8.0
2000,VERMONT,"MCREYNOLDS, DAVID",OTHER,161,9.0
2000,VERMONT,"PHILLIPS, HOWARD",OTHER,153,10.0
2000,VERMONT,"HARRIS, JAMES",OTHER,70,11.0
2004,VERMONT,"KERRY, JOHN",DEMOCRAT,184067,1.0
2004,VERMONT,"BUSH, GEORGE W.",REPUBLICAN,121180,2.0
2004,VERMONT,"NADER, RALPH",OTHER,4494,3.0
2004,VERMONT,"BADNARIK, MICHAEL",LIBERTARIAN,1102,4.0
2004,VERMONT,OTHER,OTHER,957,5.0
2004,VERMONT,"PARKER, JOHN",OTHER,265,6.0
2004,VERMONT,"CALERO, ROGER",OTHER,244,7.0
2008,VERMONT,"OBAMA, BARACK H.",DEMOCRAT,219262,1.0
2008,VERMONT,"MCCAIN, JOHN",REPUBLICAN,98974,2.0
2008,VERMONT,"NADER, RALPH",OTHER,3339,3.0
2008,VERMONT,,OTHER,1464,4.0
2008,VERMONT,"BARR, BOB",LIBERTARIAN,1067,5.0
2008,VERMONT,"BALDWIN, CHARLES """"CHUCK""""",OTHER,500,6.0
2008,VERMONT,"CALERO, ROGER",OTHER,150,7.0
2008,VERMONT,"LA RIVA, GLORIA ESTELLA",OTHER,149,8.0
2008,VERMONT,"MOORE, BRIAN",OTHER,141,9.0
2012,VERMONT,"OBAMA, BARACK H.",DEMOCRAT,199239,1.0
2012,VERMONT,"ROMNEY, MITT",REPUBLICAN,92698,2.0
2012,VERMONT,"JOHNSON, GARY",LIBERTARIAN,3487,3.0
2012,VERMONT,,OTHER,2043,4.0
2012,VERMONT,"ANDERSON, ROSS CARL """"ROCKY""""",OTHER,1128,5.0
2012,VERMONT,"LINDSAY, PETA",OTHER,695,6.0
2016,VERMONT,"CLINTON, HILLARY",DEMOCRAT,178573,1.0
2016,VERMONT,"TRUMP, DONALD J.",REPUBLICAN,95369,2.0
2016,VERMONT,,OTHER,22899,3.0
2016,VERMONT,"JOHNSON, GARY",LIBERTARIAN,10078,4.0
2016,VERMONT,"STEIN, JILL",OTHER,6758,5.0
2016,VERMONT,BLANK VOTE,OTHER,4574,6.0
2016,VERMONT,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,1063,7.0
2016,VERMONT,VOID VOTE,OTHER,826,8.0
2016,VERMONT,"LA RIVA, GLORIA ESTELLA",OTHER,327,9.0
2020,VERMONT,"BIDEN, JOSEPH R. JR",DEMOCRAT,242820,1.0
2020,VERMONT,"TRUMP, DONALD J.",REPUBLICAN,112704,2.0
2020,VERMONT,"JORGENSEN, JO",LIBERTARIAN,3608,3.0
2020,VERMONT,BLANK VOTES,OTHER,3262,4.0
2020,VERMONT,,OTHER,1942,5.0
2020,VERMONT,"HAWKINS, HOWIE",OTHER,1310,6.0
2020,VERMONT,"WEST, KANYE",OTHER,1269,7.0
2020,VERMONT,"PAIGE, BROOKE H.",OTHER,1175,8.0
2020,VERMONT,"LAFONTAINE, CHRISTOPHER",OTHER,856,9.0
2020,VERMONT,OVERVOTES,OTHER,278,10.0
2020,VERMONT,"DUNCAN, RICHARD",OTHER,213,11.0
2020,VERMONT,"CARROLL, BRIAN",OTHER,209,12.0
2020,VERMONT,"BLANKENSHIP, DON",OTHER,208,13.0
2020,VERMONT,"KENNEDY, ALYSON",OTHER,195,14.0
2020,VERMONT,"LA RIVA, GLORIA ESTELLA",OTHER,166,15.0
2020,VERMONT,"SWING, GARY",OTHER,141,16.0
2020,VERMONT,"COLLINS, PHIL",OTHER,137,17.0
2020,VERMONT,"MCCORMIC, KEITH",OTHER,126,18.0
2020,VERMONT,"PIERCE, BROCK",OTHER,100,19.0
2020,VERMONT,"SEGAL, JEROME M.",OTHER,65,20.0
2020,VERMONT,"HUBER, BLAKE",OTHER,54,21.0
2020,VERMONT,"KOPITKE, KYLE KENLEY",OTHER,53,22.0
2020,VERMONT,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,48,23.0
2020,VERMONT,"SCALF, ZACHARY",OTHER,29,24.0
1976,VIRGINIA,"FORD, GERALD",REPUBLICAN,836554,1.0
1976,VIRGINIA,"CARTER, JIMMY",DEMOCRAT,813896,2.0
1976,VIRGINIA,"CAMEJO, PETER",OTHER,17802,3.0
1976,VIRGINIA,"ANDERSON, THOMAS J.",OTHER,16686,4.0
1976,VIRGINIA,"LAROUCHE, LYNDON, JR.",OTHER,7508,5.0
1976,VIRGINIA,"MACBRIDE, ROGER",LIBERTARIAN,4648,6.0
1980,VIRGINIA,"REAGAN, RONALD",REPUBLICAN,989609,1.0
1980,VIRGINIA,"CARTER, JIMMY",DEMOCRAT,752174,2.0
1980,VIRGINIA,"ANDERSON, JOHN B.",OTHER,95418,3.0
1980,VIRGINIA,"COMMONER, BARRY",OTHER,14024,4.0
1980,VIRGINIA,"CLARK, EDWARD """"ED""""",LIBERTARIAN,12821,5.0
1980,VIRGINIA,"DEBERRY, CLIFTON",OTHER,1986,6.0
1984,VIRGINIA,"REAGAN, RONALD",REPUBLICAN,1337078,1.0
1984,VIRGINIA,"MONDALE, WALTER",DEMOCRAT,796250,2.0
1984,VIRGINIA,"LAROUCHE, LYNDON, JR.",OTHER,13307,3.0
1988,VIRGINIA,"BUSH, GEORGE H.W.",REPUBLICAN,1309162,1.0
1988,VIRGINIA,"DUKAKIS, MICHAEL",DEMOCRAT,859799,2.0
1988,VIRGINIA,"FULANI, LENORA",OTHER,14312,3.0
1988,VIRGINIA,"PAUL, RONALD """"RON""""",LIBERTARIAN,8336,4.0
1992,VIRGINIA,"BUSH, GEORGE H.W.",REPUBLICAN,1150517,1.0
1992,VIRGINIA,"CLINTON, BILL",DEMOCRAT,1038650,2.0
1992,VIRGINIA,"PEROT, ROSS",OTHER,348639,3.0
1992,VIRGINIA,OTHER,OTHER,15129,4.0
1992,VIRGINIA,"MARROU, ANDRE",LIBERTARIAN,5730,5.0
1992,VIRGINIA,,OTHER,464,6.0
1996,VIRGINIA,"DOLE, ROBERT",REPUBLICAN,1138350,1.0
1996,VIRGINIA,"CLINTON, BILL",DEMOCRAT,1091060,2.0
1996,VIRGINIA,"PEROT, ROSS",OTHER,159861,3.0
1996,VIRGINIA,"PHILLIPS, HOWARD",OTHER,13687,4.0
1996,VIRGINIA,"BROWNE, HARRY",LIBERTARIAN,9174,5.0
1996,VIRGINIA,"HAGELIN, JOHN",OTHER,4510,6.0
2000,VIRGINIA,"BUSH, GEORGE W.",REPUBLICAN,1437490,1.0
2000,VIRGINIA,"GORE, AL",DEMOCRAT,1217290,2.0
2000,VIRGINIA,"NADER, RALPH",OTHER,59398,3.0
2000,VIRGINIA,"BROWNE, HARRY",LIBERTARIAN,15198,4.0
2000,VIRGINIA,"BUCHANAN, PATRICK """"PAT""""",OTHER,5455,5.0
2000,VIRGINIA,,OTHER,2807,6.0
2000,VIRGINIA,"PHILLIPS, HOWARD",OTHER,1809,7.0
2004,VIRGINIA,"BUSH, GEORGE W.",REPUBLICAN,1716959,1.0
2004,VIRGINIA,"KERRY, JOHN",DEMOCRAT,1454742,2.0
2004,VIRGINIA,"BADNARIK, MICHAEL",LIBERTARIAN,11032,3.0
2004,VIRGINIA,"PEROUTKA, MICHAEL",OTHER,10161,4.0
2004,VIRGINIA,OTHER,OTHER,2521,5.0
2008,VIRGINIA,"OBAMA, BARACK H.",DEMOCRAT,1959532,1.0
2008,VIRGINIA,"MCCAIN, JOHN",REPUBLICAN,1725005,2.0
2008,VIRGINIA,"NADER, RALPH",OTHER,11483,3.0
2008,VIRGINIA,"BARR, BOB",LIBERTARIAN,11067,4.0
2008,VIRGINIA,"BALDWIN, CHARLES """"CHUCK""""",OTHER,7474,5.0
2008,VIRGINIA,,OTHER,6355,6.0
2008,VIRGINIA,"MCKINNEY, CYNTHIA",OTHER,2344,7.0
2012,VIRGINIA,"OBAMA, BARACK H.",DEMOCRAT,1971820,1.0
2012,VIRGINIA,"ROMNEY, MITT",REPUBLICAN,1822522,2.0
2012,VIRGINIA,"JOHNSON, GARY",LIBERTARIAN,31216,3.0
2012,VIRGINIA,"GOODE, VIRGIL HAMLIN, JR.",OTHER,13058,4.0
2012,VIRGINIA,"STEIN, JILL",OTHER,8627,5.0
2012,VIRGINIA,,OTHER,7246,6.0
2016,VIRGINIA,"CLINTON, HILLARY",DEMOCRAT,1981473,1.0
2016,VIRGINIA,"TRUMP, DONALD J.",REPUBLICAN,1769443,2.0
2016,VIRGINIA,"JOHNSON, GARY",LIBERTARIAN,118274,3.0
2016,VIRGINIA,"MCMULLIN, EVAN",OTHER,54054,4.0
2016,VIRGINIA,,OTHER,31870,5.0
2016,VIRGINIA,"STEIN, JILL",OTHER,27638,6.0
2020,VIRGINIA,"BIDEN, JOSEPH R. JR",DEMOCRAT,2413568,1.0
2020,VIRGINIA,"TRUMP, DONALD J.",REPUBLICAN,1962430,2.0
2020,VIRGINIA,"JORGENSEN, JO",LIBERTARIAN,64761,3.0
2020,VIRGINIA,,OTHER,19765,4.0
1976,WASHINGTON,"FORD, GERALD",REPUBLICAN,777732,1.0
1976,WASHINGTON,"CARTER, JIMMY",DEMOCRAT,717323,2.0
1976,WASHINGTON,"MCCARTHY, EUGENE """"GENE""""",OTHER,36986,3.0
1976,WASHINGTON,"MADDOX, LESTER",OTHER,8585,4.0
1976,WASHINGTON,OTHER,OTHER,5482,5.0
1976,WASHINGTON,"MACBRIDE, ROGER",LIBERTARIAN,5042,6.0
1976,WASHINGTON,"ANDERSON, THOMAS J.",OTHER,1046,7.0
1976,WASHINGTON,"CAMEJO, PETER",OTHER,905,8.0
1976,WASHINGTON,"LAROUCHE, LYNDON, JR.",OTHER,903,9.0
1976,WASHINGTON,"HALL, GUS",OTHER,817,10.0
1976,WASHINGTON,"JULIUS """"JULES"""", LEVIN",OTHER,713,11.0
1980,WASHINGTON,"REAGAN, RONALD",REPUBLICAN,865244,1.0
1980,WASHINGTON,"CARTER, JIMMY",DEMOCRAT,650193,2.0
1980,WASHINGTON,"ANDERSON, JOHN B.",OTHER,185073,3.0
1980,WASHINGTON,"CLARK, EDWARD """"ED""""",LIBERTARIAN,29213,4.0
1980,WASHINGTON,"COMMONER, BARRY",OTHER,9403,5.0
1980,WASHINGTON,"DEBERRY, CLIFTON",OTHER,1137,6.0
1980,WASHINGTON,"MCREYNOLDS, DAVID",OTHER,956,7.0
1980,WASHINGTON,"HALL, GUS",OTHER,834,8.0
1980,WASHINGTON,"GRISWOLD, DEIRDRE",OTHER,341,9.0
1984,WASHINGTON,"REAGAN, RONALD",REPUBLICAN,1051670,1.0
1984,WASHINGTON,"MONDALE, WALTER",DEMOCRAT,798352,2.0
1984,WASHINGTON,"BERGLAND, DAVID",LIBERTARIAN,8844,3.0
1984,WASHINGTON,"RICHARDS, BOB",OTHER,5724,4.0
1984,WASHINGTON,"LAROUCHE, LYNDON, JR.",OTHER,4712,5.0
1984,WASHINGTON,"JOHNSON, SONIA",OTHER,1891,6.0
1984,WASHINGTON,"SERRETTE, DENNIS",OTHER,1654,7.0
1984,WASHINGTON,"HALL, GUS",OTHER,814,8.0
1984,WASHINGTON,"HOLMES, LARRY",OTHER,641,9.0
